episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
910,2,5,89.38,7310.400000000001
915,2,5,89.44,7210.4000000000015
920,2,5,89.38,7310.400000000001
925,2,5,89.44,7210.4000000000015
930,2,5,89.38,7310.400000000001
935,2,5,89.44,7210.4000000000015
940,2,5,89.38,7310.400000000001
945,2,5,89.44,7210.4000000000015
950,2,5,89.38,7310.400000000001
955,2,5,89.44,7210.4000000000015
960,2,5,89.38,7310.400000000001
965,1,4,90.41000000000001,7738.4000000000015
970,3,10,90.2,7770.400000000001
975,5,15,90.52000000000001,7990.4
980,4,9,89.16,7339.4000000000015
985,1,4,90.95,8175.4000000000015
990,2,8,89.84,7632.4000000000015
995,1,4,90.86,8061.400000000001
1000,5,6,89.38,7368.400000000002
1005,1,4,90.14,7674.4000000000015
1010,0,0,90.14,7674.4000000000015
1015,0,0,90.14,7674.4000000000015
1020,0,0,90.14,7674.4000000000015
1025,0,0,90.14,7674.4000000000015
1030,0,0,90.14,7674.4000000000015
1035,0,0,90.14,7674.4000000000015
1040,0,0,90.14,7674.4000000000015
1045,0,0,90.14,7674.4000000000015
