episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
595,7,1,93.33,15690.899999999996
600,6,11,92.83,14948.899999999998
605,2,0,93.05,15112.899999999996
610,2,3,92.41,14604.899999999996
615,6,3,92.12,14187.899999999996
620,4,9,93.28,15355.899999999998
625,3,9,92.67999999999999,14748.899999999996
630,2,3,92.85,14881.899999999998
635,4,5,92.51,14636.899999999998
640,2,2,92.52,14545.899999999994
645,2,2,92.51,14636.899999999998
650,2,1,93.60000000000001,15772.9
655,3,2,91.92,13923.899999999996
660,0,0,91.92,13923.899999999996
665,3,3,92.63,14730.899999999998
670,3,6,94.58999999999999,16708.900000000005
675,4,3,92.33,14339.899999999996
680,5,9,93.24000000000001,15557.899999999996
685,2,1,91.45,13645.899999999994
690,2,1,92.14,14385.899999999996
695,3,0,92.31,14623.899999999996
700,3,1,92.12,14333.899999999994
705,2,0,92.71,14949.899999999998
710,2,2,91.94,14068.899999999996
715,2,2,92.36999999999999,14622.899999999998
720,3,1,92.12,14333.899999999994
725,3,1,93.11,15367.899999999998
730,2,1,92.25,14428.899999999994
735,3,0,92.47,14638.899999999996
740,2,1,91.73,13978.899999999994
745,2,0,91.44,13703.899999999994
750,3,0,91.71,13982.899999999994
755,4,1,91.4,13721.899999999994
760,2,1,91.25,13535.899999999994
765,3,1,91.8,14157.899999999994
770,1,0,91.4,13721.899999999994
775,2,2,91.64,14000.899999999996
780,4,4,92.08,14403.899999999996
785,5,4,91.62,13761.899999999994
790,1,6,91.75,13896.899999999994
795,1,6,91.58,13731.899999999994
800,1,1,92.44000000000001,14641.899999999998
805,4,2,92.05,14283.899999999996
810,4,0,91.80000000000001,14051.899999999994
815,4,0,91.91000000000001,14285.899999999996
820,2,0,92.75,15081.899999999998
825,3,1,92.2,14632.899999999996
830,2,1,92.28,14626.899999999994
835,2,0,92.23,14607.899999999994
840,0,0,92.23,14607.899999999994
845,3,1,92.24,14677.899999999996
850,1,0,92.02,14432.899999999998
855,1,0,92.2,14612.899999999996
860,5,0,91.47,13873.899999999994
865,0,0,91.47,13873.899999999994
870,2,1,92.2,14618.899999999992
875,3,1,92.1,14500.899999999994
880,3,0,91.8,14216.899999999996
885,3,1,91.76,14148.899999999994
890,0,0,91.76,14148.899999999994
895,2,0,91.72,14154.899999999994
900,4,2,91.86,14256.899999999994
905,2,2,91.72,14096.899999999994
910,0,0,91.72,14096.899999999994
915,1,0,91.75,14174.899999999996
920,1,0,92.35000000000001,14777.899999999998
925,1,0,91.75,14174.899999999996
930,0,0,91.75,14174.899999999996
935,1,0,92.35000000000001,14777.899999999998
940,1,0,91.72,14096.899999999994
945,0,0,91.72,14096.899999999994
950,0,0,91.72,14096.899999999994
955,0,0,91.72,14096.899999999994
960,1,0,91.75,14174.899999999996
965,0,0,91.75,14174.899999999996
970,1,0,91.72,14096.899999999994
975,1,0,91.75,14174.899999999996
980,2,2,91.34,13764.899999999996
985,1,2,91.72,14096.899999999994
990,1,2,91.34,13764.899999999996
995,1,2,91.72,14096.899999999994
1000,1,2,91.34,13764.899999999996
1005,10,297,92.32,8725.9
1010,19,0,92.44,8790.900000000001
1015,15,0,91.72,8053.899999999999
1020,15,0,92.14,8719.899999999998
1025,14,0,92.03,8574.899999999996
1030,9,0,91.82,8301.9
1035,11,0,92.35,8788.9
1040,10,0,92.41,8825.9
1045,4,0,91.47000000000001,7930.899999999998
1050,7,0,91.98,8362.899999999998
1055,5,0,91.44,7843.899999999999
